title,brand,os,ram,cpu,storage,screen size,resolution,cpu speed,model,wireless provider,cellular technology,color,refresh rate,sim count,wireless technology,price,price before promotion,rate,camera,img,website,currancy,url,reviews,width resolution,height resolution
SAMSUNG Galaxy A14 SM-A145R/DSN 16.7cm (6.6) Dual SIM Android 13 4G USB Type-C 4 GB 64 GB Black 5000 mAh,SAMSUNG,android,4.0,,64.0,6.6,1920 x 1080,,LTE,Unlocked,4G,Black,60 Hz,,,155.382912,161.183232,4.4,,https://m.media-amazon.com/images/I/61yL6b8LgBL._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/SAMSUNG-Galaxy-SM-A145R-16-7cm-Android/dp/B0BWS8CVVH/ref=sr_1_128?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-128,"[""Name: According to the track information, it says this item was delivered yesterday but upto now I didn't recieve it. When will I recieve my package.., Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 21 August 2024, Review: None"", 'Name: roy, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 17 March 2024, Review: None', 'Name: Ik heb ontvangen maar er zit geen oplad kop niet alleen de kapel, Rating: 4.0 out of 5 stars, Date: Reviewed in the Netherlands on 21 October 2023, Review: None', 'Name: monique, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 1 December 2023, Review: None', 'Name: R.C.Stam, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 18 December 2023, Review: None', 'Name: Roel van Eck, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 11 November 2023, Review: None', 'Name: Jeroen Schwirtz, Rating: 1.0 out of 5 stars, Date: Reviewed in the Netherlands on 13 May 2024, Review: None', 'Name: Gerben, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 10 October 2023, Review: None']",1920.0,1080.0
GALAXY S24 + 12/512 VIOLET,SAMSUNG,Android 10.0,,,512.0,,3120 x 1440,,Galaxy S24 Plus,Unlocked for All Carriers,5G,Violet,,,"Wi-Fi, LTE",1000.861632,1036.3968,4.4,,https://m.media-amazon.com/images/I/41Y4JJLoPgL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/GALAXY-S24-12-512-VIOLET/dp/B0CSTBMDG1/ref=sr_1_226?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-226,[],3120.0,1440.0
Nokia 8210 - Dual Sim - 4G - Blue,Nokia,Product specific OS,0.046875,Core i7 3770,0.13,2.8,240 x 320,1 GHz,Nokia 8210,,,Blue,60 Hz,,,76.608,86.4576,3.8,,https://m.media-amazon.com/images/I/61CAKqSgP3L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Nokia-8210-Dual-Sim-Blue/dp/B0BBNHQMMR/ref=sr_1_231?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-231,[],240.0,320.0
"Samsung Galaxy Z Fold6 7.6"" 512GB/12GB Dual SIM Gris",SAMSUNG,,,,512.0,,,,,,,Grey,,,,1496.0448,,,50MP,https://m.media-amazon.com/images/I/41ZA7cFNRcL._AC_SL1201_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-Galaxy-Fold6-512GB-12GB/dp/B0D45WN2Q1/ref=sr_1_233?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-233,[],,
GALAXY S24 ULTRA 12/256 BLACK,SAMSUNG,Android 7.0,12.0,,256.0,6.8,3120 x 1440,,S24 ULTRA,Unlocked for All Carriers,,Black,,,CDMA,1110.43296,,4.6,,https://m.media-amazon.com/images/I/61-xO3AnLCL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/GALAXY-S24-ULTRA-256-BLACK/dp/B0CSVS3FNK/ref=sr_1_216?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-216,[],3120.0,1440.0
Samsung Galaxy S20 FE Dual SIM Smartphone 128GB Blue Cloud Navy (Refurbished),,,,,,,,,,,,Navy,,,,199.1808,,4.0,,https://m.media-amazon.com/images/I/71Ji+UMQ-gL._AC_SL1498_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-Galaxy-Smartphone-128GB-Refurbished/dp/B08XQT2KMG/ref=sr_1_234?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-234,[],,
"Google Pixel 8 Pro Android Smartphone without Simlock with Telephoto Lens, Long Battery Life and Super Actua Display, Obsidian, 128 GB",,,,,,,,,,,,,,,,830.6496,,4.4,,https://m.media-amazon.com/images/I/51rz0ts-hML._AC_SL1440_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Android-Smartphone-without-Telephoto-Obsidian/dp/B0CGVVVDXW/ref=sr_1_131?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-131,[],,
ASUS Prime H610I-PLUS D4-CSM,ASUS,Windows 10,,Celeron,,34.0,1080p,,PRIME H610I-PLUS D4-CSM,,,Black,,,,115.776576,154.791936,4.4,,https://m.media-amazon.com/images/I/61j0I0FF1sL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/ASUS-90MB1B20-M0EAYC-Prime-H610I-PLUS-D4-CSM/dp/B09YRZF9KY/ref=sr_1_122?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-122,[],,
"artfone 4G Volte Old Man Button Mobile Phone with SOS button, 1800mAh battery, 1.77'' HD screen, and charging station",artfone,artfone OS,0.046875,,0.13,1.8,,,C1+ 4G,Unlocked for All Carriers,"4G, 3G, 2G",C1+ 4G Black,,,,53.614656,,4.2,,https://m.media-amazon.com/images/I/71kHYna-6vL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/artfone-4G-1800mAh-battery-charging/dp/B0CJB8NXNY/ref=sr_1_121?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-121,[],,
Xiaomi Redmi Note 13 Pro 4G 256GB Forest Green,Xiaomi,android,,Snapdragon,256.0,,,1 Hz,Note 13 Pro,Unlocked for All Carriers,4G,Forest Green,,,,235.274112,247.3344,4.4,,https://m.media-amazon.com/images/I/71vIBVfsFOL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Redmi-Note-13-Pro/dp/B0CR3YMJWG/ref=sr_1_127?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-127,[],,
GALAXY S24 8/256 BLACK,SAMSUNG,android,,,256.0,,2340 x 1080,,Galaxy S24,Airtel,2G,Black,120 Hz,,,736.5312,,4.4,,https://m.media-amazon.com/images/I/61VZ3H78icL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/GALAXY-S24-8-256-BLACK/dp/B0CSTC2RDW/ref=sr_1_125?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-125,[],2340.0,1080.0
"REDMAGIC 9S Pro 120Hz Gaming Phone, 5G Android Smartphone, 12GB RAM+256GB ROM, Snapdragon 8 Gen 3, 6.8"" AMOLED FHD Full Screen, FHD+ Gaming Phone, 50MP Camera, 80W Charger, Dual-Sim, NFC Black",,,12.0,,,,,,,,,Black,,,,819.7056,,4.4,16MP,https://m.media-amazon.com/images/I/71bl8RnSeQL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/9S-Pro-Smartphone-Snapdragon-Black/dp/B0D83CDVG1/ref=sr_1_129?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-129,"['Name: Patrick, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 12 September 2023, Review: None', 'Name: Kevin van Nielen, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 21 November 2022, Review: None']",,
"Apple iPhone 13 (128GB), Midnight (Refurbished)",Apple,iOS 15,,,128.0,6.1,,,iPhone 13,Unlocked,,,,,Wi-Fi,349.1136,,3.9,,https://m.media-amazon.com/images/I/616dWFinzLL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Apple-iPhone-128GB-Midnight-Refurbished/dp/B09MGFJK73/ref=sr_1_140?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-140,[],,
"Xiaomi 13T Pro,AMOLED 144Hz Refresh Rate, 12+512GB,Leica Camera, Black",Xiaomi,"MIUI 14, based on Android 13",12.0,,512.0,6.67,,,xiaomi 13t pro,Unlocked for All Carriers,5G,Black,,,,577.8432,578.707776,4.3,,https://m.media-amazon.com/images/I/51GZzOlXLPL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-13T-AMOLED-Refresh-Camera/dp/B0CK2L5CQV/ref=sr_1_126?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-126,[],,
Apple iPhone 16 Plus (128GB) - Black,Apple,ios,,,128.0,,,,iPhone 16 Plus,Unlocked for All Carriers,5G,Black,,,Wi-Fi,1224.6336,,4.3,48MP,https://m.media-amazon.com/images/I/61w94Dk5pQL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Apple-iPhone-16-Plus-128GB/dp/B0DGHRPFTH/ref=sr_1_144?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-144,[],,
Samsung SM-A057 Galaxy A05s Dual SIM 4GB RAM 128GB Light Green EU,SAMSUNG,android,4.0,,128.0,6.7,,,Galaxy A05s,Unlocked,,Green,90 Hz,,Wi-Fi,139.339008,,4.3,,https://m.media-amazon.com/images/I/519O78Gs4aL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-SM-A057-Galaxy-128GB-Light/dp/B0CN12NG6D/ref=sr_1_143?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-143,[],,
Xiaomi Redmi Note 13 Pro+ 5G 256GB Midnight Black,Xiaomi,,,,,,,,,,,Midnight Black,,,,343.6416,343.991808,4.4,,https://m.media-amazon.com/images/I/71lH0NfBImL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Redmi-Note-13-Midnight/dp/B0CPPZRQJK/ref=sr_1_232?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-232,[],,
Samsung Galaxy S10 8GB / 128GB Black Dual SIM G973 UNPRINTED,SAMSUNG,android,,,8.0,6.1,,,Galaxy S10,,"4G, 2G",Black,,Dual SIM,"GSM, LTE",270.3168,,4.2,,https://m.media-amazon.com/images/I/71o-+mNudxL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-Galaxy-128GB-Black-UNPRINTED/dp/B07NDWMF1S/ref=sr_1_239?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-239,[],,
Xiaomi Redmi 13C 4G 256GB/8GB Dual Sim Black,Xiaomi,Android 13.0,,,256.0,6.74,,,Redmi 13C,Unlocked for All Carriers,4G,Black,,,Wi-Fi,151.0272,,4.3,50MP,https://m.media-amazon.com/images/I/51O4eb7IRTL._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Redmi-13C-256GB-Black/dp/B0CNRQRJKM/ref=sr_1_142?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-142,[],,
Google Pixel 7a – unlocked Android 5G smartphone with wide angle lens and 24 hours runtime – ocean,Google,Android 13.0,8.0,Snapdragon,128.0,6.1,2400 x 1080 pixels,,Pixel 7a,Unlocked for All Carriers,5G,ocean,,,,306.432,,4.2,,https://m.media-amazon.com/images/I/712oqzGa0BL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Google-Pixel-7a-unlocked-smartphone/dp/B0BZJM3742/ref=sr_1_135?dib=eyJ2IjoiMSJ9.YutA3lvSUMQXdaRnNbo7KcxvgYCEa_79DHCgVDHfkQ4xiKHLRswya2pz0KjCG2qGlMvSaRIktf2EjZOjcWxnx_NXns8VWjvKyiQQDjer6-7gitL7V6AaoCSwm91XPxbYQwEHf5sA-46Tbknd7bD9lOxKAWYitpWSPGBDHAgZCuxWtZuW35TLhPHATRc2KrkFk32fEPTW-O4E7XpXVFXWmlO-5uH6LC6t9F5QtM_KLvP0JPbYgzpJaCO-pkocUtYowmrWc8S9PmMGvZMglTCisVPmGp9PmsQ03J_pVFQbjvA.tN6qwPscNO-JrfAmR3_KYEKwm8nu6CjqnlniD90HV0I&dib_tag=se&qid=1728792801&s=electronics&sr=1-135,"['Name: Edouard, Rating: 3.0 out of 5 stars, Date: Reviewed in the Netherlands on 24 March 2024, Review: None']",,
"realme C55 4g Phone, 64MP I.A. Camera, 6GB RAM + 128GB ROM, 33W SuperVOOC Charging, Powerful 5000mAh Battery, 7.9mm Ultra Thin Thickness, Rainy Night",realme,android,6.0,,128.0,55.0,1080 x 2160,,C55,Unlocked for All Carriers,4G,Black,90 Hz,,,165.2544,,4.5,,https://m.media-amazon.com/images/I/71RGFgqPwkL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/SuperVOOC-Charging-Powerful-5000mAh-Thickness/dp/B0BTMBVSJV/ref=sr_1_237?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-237,[],1080.0,2160.0
